Year,Motivation,Laureate ID,Laureate Type,Full Name,Birth Country,Birth Year,Age,Sex,Organization Name,Chemistry,Economics,Literature,Medicine,Peace,Physics,Share 1/1,Share 1/2,Share 1/3,Share 1/4
1949,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",348,0,Antonio Caetano de Abreu Freire Egas Moniz,Portugal,1874.0,75.0,0.0,University of Lisbon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1949,,510,0,Lord (John) Boyd Orr of Brechin,Scotland,1880.0,69.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1949,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",54,0,Hideki Yukawa,Japan,1907.0,42.0,0.0,Kyoto Imperial University,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1950,"""for their discovery and development of the diene synthesis""",210,0,Otto Paul Hermann Diels,Germany,1876.0,74.0,0.0,Kiel University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1950,"""for their discovery and development of the diene synthesis""",211,0,Kurt Alder,Prussia (Poland),1902.0,48.0,0.0,Cologne University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1950,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",621,0,Earl (Bertrand Arthur William) Russell,United Kingdom,1872.0,78.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1950,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",349,0,Edward Calvin Kendall,United States of America,1886.0,64.0,0.0,Mayo Clinic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1950,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",350,0,Tadeus Reichstein,Poland,1897.0,53.0,0.0,Basel University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1950,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",351,0,Philip Showalter Hench,United States of America,1896.0,54.0,0.0,Mayo Clinic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1950,,511,0,Ralph Bunche,United States of America,1904.0,46.0,0.0,Harvard University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1950,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",55,0,Cecil Frank Powell,United Kingdom,1903.0,47.0,0.0,Bristol University,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1951,"""for their discoveries in the chemistry of the transuranium elements""",212,0,Edwin Mattison McMillan,United States of America,1907.0,44.0,0.0,University of California,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1951,"""for their discoveries in the chemistry of the transuranium elements""",213,0,Glenn Theodore Seaborg,United States of America,1912.0,39.0,0.0,University of California,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1951,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",622,0,Pär Fabian Lagerkvist,Sweden,1891.0,60.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1951,"""for his discoveries concerning yellow fever and how to combat it""",352,0,Max Theiler,South Africa,1899.0,52.0,0.0,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1951,,512,0,Léon Jouhaux,France,1879.0,72.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1951,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",56,0,Sir John Douglas Cockcroft,United Kingdom,1897.0,54.0,0.0,Atomic Energy Research Establishment,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1951,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",57,0,Ernest Thomas Sinton Walton,Ireland,1903.0,48.0,0.0,Trinity College,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1952,"""for their invention of partition chromatography""",214,0,Archer John Porter Martin,United Kingdom,1910.0,42.0,0.0,National Institute for Medical Research,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1952,"""for their invention of partition chromatography""",215,0,Richard Laurence Millington Synge,United Kingdom,1914.0,38.0,0.0,Rowett Research Institute,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1952,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",623,0,François Mauriac,France,1885.0,67.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1952,"""for his discovery of streptomycin, the first antibiotic effective against tuberculosis""",353,0,Selman Abraham Waksman,Russian Empire (Ukraine),1888.0,64.0,0.0,Rutgers University,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1952,,513,0,Albert Schweitzer,Germany (France),1875.0,77.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1952,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",58,0,Felix Bloch,Switzerland,1905.0,47.0,0.0,Stanford University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1952,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",59,0,Edward Mills Purcell,United States of America,1912.0,40.0,0.0,Harvard University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1953,"""for his discoveries in the field of macromolecular chemistry""",216,0,Hermann Staudinger,Germany,1881.0,72.0,0.0,University of Freiburg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1953,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",624,0,Sir Winston Leonard Spencer Churchill,United Kingdom,1874.0,79.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1953,"""for his discovery of the citric acid cycle""",354,0,Hans Adolf Krebs,Germany,1900.0,53.0,0.0,Sheffield University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1953,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",355,0,Fritz Albert Lipmann,Germany (Russia),1899.0,54.0,0.0,Harvard Medical School,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1953,,514,0,George Catlett Marshall,United States of America,1880.0,73.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1953,"""for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope""",60,0,Frits Zernike,Netherlands,1888.0,65.0,0.0,Groningen University,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1954,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",217,0,Linus Carl Pauling,United States of America,1901.0,53.0,0.0,California Institute of Technology (Caltech),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1954,"""for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style""",625,0,Ernest Miller Hemingway,United States of America,1899.0,55.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",356,0,John Franklin Enders,United States of America,1897.0,57.0,0.0,Harvard Medical School,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",357,0,Thomas Huckle Weller,United States of America,1915.0,39.0,0.0,"Research Division of Infectious Diseases, Children's Medical Center",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",358,0,Frederick Chapman Robbins,United States of America,1916.0,38.0,0.0,Western Reserve University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1954,"""for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction""",61,0,Max Born,Germany (Poland),1882.0,72.0,0.0,Edinburgh University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1954,"""for the coincidence method and his discoveries made therewith""",62,0,Walther Bothe,Germany,1891.0,63.0,0.0,University of Heidelberg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1955,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",218,0,Vincent du Vigneaud,United States of America,1901.0,54.0,0.0,Cornell University,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1955,"""for his vivid epic power which has renewed the great narrative art of Iceland""",626,0,Halldór Kiljan Laxness,Iceland,1902.0,53.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1955,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",359,0,Axel Hugo Theodor Theorell,Sweden,1903.0,52.0,0.0,"Karolinska Institutet, Nobel Medical Institute",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1955,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",63,0,Willis Eugene Lamb,United States of America,1913.0,42.0,0.0,Stanford University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1955,"""for his precision determination of the magnetic moment of the electron""",64,0,Polykarp Kusch,Germany,1911.0,44.0,0.0,Columbia University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1956,"""for their researches into the mechanism of chemical reactions""",219,0,Sir Cyril Norman Hinshelwood,United Kingdom,1897.0,59.0,0.0,University of Oxford,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1956,"""for their researches into the mechanism of chemical reactions""",220,0,Nikolay Nikolaevich Semenov,Russia,1896.0,60.0,0.0,Institute for Chemical Physics of the Academy of Sciences of the USSR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1956,"""for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity""",627,0,Juan Ramón Jiménez,Spain,1881.0,75.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",360,0,André Frédéric Cournand,France,1895.0,61.0,0.0,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",361,0,Werner Forssmann,Germany,1904.0,52.0,0.0,Mainz University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",362,0,Dickinson W. Richards,United States of America,1895.0,61.0,0.0,Columbia University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1956,"""for their researches on semiconductors and their discovery of the transistor effect""",65,0,William Bradford Shockley,United Kingdom,1910.0,46.0,0.0,"Semiconductor Laboratory of Beckman Instruments, Inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1956,"""for their researches on semiconductors and their discovery of the transistor effect""",66,0,John Bardeen,United States of America,1908.0,48.0,0.0,University of Illinois,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1956,"""for their researches on semiconductors and their discovery of the transistor effect""",67,0,Walter Houser Brattain,China,1902.0,54.0,0.0,Bell Telephone Laboratories,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1957,"""for his work on nucleotides and nucleotide co-enzymes""",221,0,Lord (Alexander R.) Todd,Scotland,1907.0,50.0,0.0,University of Cambridge,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1957,"""for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",628,0,Albert Camus,French Algeria (Algeria),1913.0,44.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1957,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""",363,0,Daniel Bovet,Switzerland,1907.0,50.0,0.0,Istituto Superiore di Sanità (Chief Institute of Public Health),0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1957,,516,0,Lester Bowles Pearson,Canada,1897.0,60.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1957,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",68,0,Chen Ning Yang,China,1922.0,35.0,0.0,Institute for Advanced Study,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1957,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",69,0,Tsung-Dao (T.D.) Lee,China,1926.0,31.0,0.0,Columbia University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1958,"""for his work on the structure of proteins, especially that of insulin""",222,0,Frederick Sanger,United Kingdom,1918.0,40.0,0.0,University of Cambridge,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1958,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",629,0,Boris Leonidovich Pasternak,Russia,1890.0,68.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1958,"""for their discovery that genes act by regulating definite chemical events""",364,0,George Wells Beadle,United States of America,1903.0,55.0,0.0,California Institute of Technology (Caltech),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1958,"""for their discovery that genes act by regulating definite chemical events""",365,0,Edward Lawrie Tatum,United States of America,1909.0,49.0,0.0,Rockefeller Institute for Medical Research,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1958,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",366,0,Joshua Lederberg,United States of America,1925.0,33.0,0.0,University of Wisconsin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1958,,517,0,Georges Pire,Belgium,1910.0,48.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1958,"""for the discovery and the interpretation of the Cherenkov effect""",70,0,Pavel Alekseyevich Cherenkov,Russia,1904.0,54.0,0.0,P.N. Lebedev Physical Institute,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1958,"""for the discovery and the interpretation of the Cherenkov effect""",71,0,Igor Yevgenyevich Tamm,Russia,1895.0,63.0,0.0,University of Moscow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1958,"""for the discovery and the interpretation of the Cherenkov effect""",721,0,Il´ja Mikhailovich Frank,Russia,1908.0,50.0,0.0,University of Moscow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1959,"""for his discovery and development of the polarographic methods of analysis""",223,0,Jaroslav Heyrovsky,Austria-Hungary (Czech Republic),1890.0,69.0,0.0,Polarographic Institute of the Czechoslovak Academy of Science,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1959,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",630,0,Salvatore Quasimodo,Italy,1901.0,58.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",367,0,Severo Ochoa,Spain,1905.0,54.0,0.0,"New York University, College of Medicine",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",368,0,Arthur Kornberg,United States of America,1918.0,41.0,0.0,Stanford University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1959,,518,0,Philip J. Noel-Baker,United Kingdom,1889.0,70.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1959,"""for their discovery of the antiproton""",72,0,Emilio Gino Segrè,Italy,1905.0,54.0,0.0,University of California,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1959,"""for their discovery of the antiproton""",73,0,Owen Chamberlain,United States of America,1920.0,39.0,0.0,University of California,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1960,"""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",224,0,Willard Frank Libby,United States of America,1908.0,52.0,0.0,University of California,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1960,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",631,0,Saint-John Perse,Guadeloupe Island,1887.0,73.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1960,"""for discovery of acquired immunological tolerance""",369,0,Sir Frank Macfarlane Burnet,Australia,1899.0,61.0,0.0,Walter and Eliza Hall Institute for Medical Research,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1960,"""for discovery of acquired immunological tolerance""",370,0,Peter Brian Medawar,Brazil,1915.0,45.0,0.0,University College,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1960,,519,0,Albert John Lutuli,Southern Rhodesia (Zimbabwe),1898.0,62.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1960,"""for the invention of the bubble chamber""",74,0,Donald Arthur Glaser,United States of America,1926.0,34.0,0.0,University of California,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1961,"""for his research on the carbon dioxide assimilation in plants""",225,0,Melvin Calvin,United States of America,1911.0,50.0,0.0,University of California,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1961,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",633,0,Ivo Andric,Bosnia (Bosnia and Herzegovina),1892.0,69.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1961,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",371,0,Georg von Békésy,Hungary,1899.0,62.0,0.0,Harvard University,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1961,,520,0,Dag Hjalmar Agne Carl Hammarskjöld,Sweden,1905.0,56.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1961,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",75,0,Robert Hofstadter,United States of America,1915.0,46.0,0.0,Stanford University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1961,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",76,0,Rudolf Ludwig Mössbauer,Germany,1929.0,32.0,0.0,Technical University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1962,"""for their studies of the structures of globular proteins""",226,0,Max Ferdinand Perutz,Austria,1914.0,48.0,0.0,MRC Laboratory of Molecular Biology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1962,"""for their studies of the structures of globular proteins""",227,0,John Cowdery Kendrew,United Kingdom,1917.0,45.0,0.0,MRC Laboratory of Molecular Biology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1962,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",634,0,John Steinbeck,United States of America,1902.0,60.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",372,0,Francis Harry Compton Crick,United Kingdom,1916.0,46.0,0.0,MRC Laboratory of Molecular Biology,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",373,0,James Dewey Watson,United States of America,1928.0,34.0,0.0,Harvard University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",374,0,Maurice Hugh Frederick Wilkins,New Zealand,1916.0,46.0,0.0,London University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1962,"""for his pioneering theories for condensed matter, especially liquid helium""",77,0,Lev Davidovich Landau,Russian Empire (Azerbaijan),1908.0,54.0,0.0,Academy of Sciences,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",228,0,Karl Ziegler,Germany,1898.0,65.0,0.0,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",229,0,Giulio Natta,Italy,1903.0,60.0,0.0,Institute of Technology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1963,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",635,0,Giorgos Seferis,Ottoman Empire (Turkey),1900.0,63.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",375,0,Sir John Carew Eccles,Australia,1903.0,60.0,0.0,Australian National University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",376,0,Alan Lloyd Hodgkin,United Kingdom,1914.0,49.0,0.0,University of Cambridge,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",377,0,Andrew Fielding Huxley,United Kingdom,1917.0,46.0,0.0,University College,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1963,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",78,0,Eugene Paul Wigner,Austria-Hungary (Hungary),1902.0,61.0,0.0,Princeton University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1963,"""for their discoveries concerning nuclear shell structure""",79,0,Maria Goeppert Mayer,Germany (Poland),1906.0,57.0,1.0,University of California,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1963,"""for their discoveries concerning nuclear shell structure""",80,0,J. Hans D. Jensen,Germany,1907.0,56.0,0.0,University of Heidelberg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",230,0,Dorothy Crowfoot Hodgkin,Egypt,1910.0,54.0,1.0,"University of Oxford, Royal Society",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",637,0,Jean-Paul Sartre,France,1905.0,59.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",378,0,Konrad Bloch,Germany (Poland),1912.0,52.0,0.0,Harvard University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",379,0,Feodor Lynen,Germany,1911.0,53.0,0.0,Max-Planck-Institut für Zellchemie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1964,,524,0,Martin Luther King Jr.,United States of America,1929.0,35.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",81,0,Charles Hard Townes,United States of America,1915.0,49.0,0.0,Massachusetts Institute of Technology (MIT),0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",82,0,Nicolay Gennadiyevich Basov,Union of Soviet Socialist Republics (Russia),1922.0,42.0,0.0,P.N. Lebedev Physical Institute,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",83,0,Aleksandr Mikhailovich Prokhorov,Australia,1916.0,48.0,0.0,P.N. Lebedev Physical Institute,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1965,"""for his outstanding achievements in the art of organic synthesis""",231,0,Robert Burns Woodward,United States of America,1917.0,48.0,0.0,Harvard University,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1965,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",638,0,Mikhail Aleksandrovich Sholokhov,Russia,1905.0,60.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",380,0,François Jacob,France,1920.0,45.0,0.0,Institut Pasteur,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",381,0,André Lwoff,France,1902.0,63.0,0.0,Institut Pasteur,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",382,0,Jacques Monod,France,1910.0,55.0,0.0,Institut Pasteur,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",84,0,Sin-Itiro Tomonaga,Japan,1906.0,59.0,0.0,Tokyo University of Education,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",85,0,Julian Schwinger,United States of America,1918.0,47.0,0.0,Harvard University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",86,0,Richard P. Feynman,United States of America,1918.0,47.0,0.0,California Institute of Technology (Caltech),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1966,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",232,0,Robert S. Mulliken,United States of America,1896.0,70.0,0.0,University of Chicago,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
